date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:20	16865/16865	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/wint_t/	www.cplusplus.com/reference/cwctype/wint_t/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:20	17040/17040	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/WEOF/	www.cplusplus.com/reference/cwctype/WEOF/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:20	25647/25647	---MC-	200	added ('OK')	text/html	etag:1408186866	https://www.cplusplus.com/reference/array/array/	www.cplusplus.com/reference/array/array/index.html	(from https://www.cplusplus.com/reference/array/)
14:52:20	22289/22289	---MC-	200	added ('OK')	text/html	etag:1406016389	https://www.cplusplus.com/reference/iterator/begin/	www.cplusplus.com/reference/iterator/begin/index.html	(from https://www.cplusplus.com/reference/array/)
14:52:21	22324/22324	---MC-	200	added ('OK')	text/html	etag:1406016428	https://www.cplusplus.com/reference/iterator/end/	www.cplusplus.com/reference/iterator/end/index.html	(from https://www.cplusplus.com/reference/array/)
14:52:21	21775/21775	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/bitset/bitset/	www.cplusplus.com/reference/bitset/bitset/index.html	(from https://www.cplusplus.com/reference/bitset/)
14:52:21	2573/2573	---MC-	200	added ('OK')	text/html	date:Thu,%2022%20Jul%202021%2012:52:21%20GMT	https://www.cplusplus.com/reference/new.cgi?a=unordered_map	www.cplusplus.com/reference/new20e6.html	(from https://www.cplusplus.com/reference/unordered_map/)
14:52:22	31149/31149	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/forward_list/forward_list/	www.cplusplus.com/reference/forward_list/forward_list/index.html	(from https://www.cplusplus.com/reference/forward_list/)
14:52:22	32992/32992	---MC-	200	added ('OK')	text/html	etag:1412845189	https://www.cplusplus.com/reference/list/list/	www.cplusplus.com/reference/list/list/index.html	(from https://www.cplusplus.com/reference/list/)
14:52:22	32429/32429	---MC-	200	added ('OK')	text/html	etag:1395931519	https://www.cplusplus.com/reference/deque/deque/	www.cplusplus.com/reference/deque/deque/index.html	(from https://www.cplusplus.com/reference/deque/)
14:52:22	33150/33150	---MC-	200	added ('OK')	text/html	etag:1393865782	https://www.cplusplus.com/reference/map/map/	www.cplusplus.com/reference/map/map/index.html	(from https://www.cplusplus.com/reference/map/)
14:52:23	2590/2590	---MC-	200	added ('OK')	text/html	date:Thu,%2022%20Jul%202021%2012:52:23%20GMT	https://www.cplusplus.com/reference/edit.cgi?a=unordered_map	www.cplusplus.com/reference/edit20e6.html	(from https://www.cplusplus.com/reference/unordered_map/)
14:52:24	33043/33043	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/map/multimap/	www.cplusplus.com/reference/map/multimap/index.html	(from https://www.cplusplus.com/reference/map/)
14:52:24	21396/21396	---MC-	200	added ('OK')	text/html	etag:1406128452	https://www.cplusplus.com/reference/queue/queue/	www.cplusplus.com/reference/queue/queue/index.html	(from https://www.cplusplus.com/reference/queue/)
14:52:24	22919/22919	---MC-	200	added ('OK')	text/html	etag:1406128478	https://www.cplusplus.com/reference/queue/priority_queue/	www.cplusplus.com/reference/queue/priority_queue/index.html	(from https://www.cplusplus.com/reference/queue/)
14:52:24	31926/31926	---MC-	200	added ('OK')	text/html	etag:1387719012	https://www.cplusplus.com/reference/set/set/	www.cplusplus.com/reference/set/set/index.html	(from https://www.cplusplus.com/reference/set/)
14:52:25	1460/1460	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Jul%202021%2012:52:25%20GMT	https://www.cplusplus.com/reference/delete.cgi?a=unordered_map	www.cplusplus.com/reference/delete20e6.cgi	(from https://www.cplusplus.com/reference/unordered_map/)
14:52:27	32557/32557	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/set/multiset/	www.cplusplus.com/reference/set/multiset/index.html	(from https://www.cplusplus.com/reference/set/)
14:52:27	38483/38483	---MC-	200	added ('OK')	text/html	etag:1405960308	https://www.cplusplus.com/reference/unordered_map/unordered_map/	www.cplusplus.com/reference/unordered_map/unordered_map/index.html	(from https://www.cplusplus.com/reference/unordered_map/)
14:52:27	36733/36733	---MC-	200	added ('OK')	text/html	etag:1405960422	https://www.cplusplus.com/reference/unordered_map/unordered_multimap/	www.cplusplus.com/reference/unordered_map/unordered_multimap/index.html	(from https://www.cplusplus.com/reference/unordered_map/)
14:52:27	21007/21007	---MC-	200	added ('OK')	text/html	etag:1589189692	https://www.cplusplus.com/reference/stack/stack/	www.cplusplus.com/reference/stack/stack/index.html	(from https://www.cplusplus.com/reference/stack/)
14:52:28	2573/2573	---MC-	200	added ('OK')	text/html	date:Thu,%2022%20Jul%202021%2012:52:27%20GMT	https://www.cplusplus.com/reference/new.cgi?a=unordered_set	www.cplusplus.com/reference/new3999.html	(from https://www.cplusplus.com/reference/unordered_set/)
